Date,Route,Rating,Notes,URL,Pitches,Location,"Avg Stars","Your Stars",Style,"Lead Style","Route Type","Your Rating",Length,"Rating Code"
2022-04-17,Grindrite,5.11b,"Did a pretty good job! Went through the crux clean :) Then fell a bit afterwards",https://www.mountainproject.com/route/105911420/grindrite,1,"California > Sierra Eastside > Bishop Area > Owens River Gorge > Upper Gorge > Gotham City",3.9,-1,TR,,Sport,,100,4900
2022-04-17,Cinderella,5.9,,https://www.mountainproject.com/route/105971555/cinderella,1,"California > Sierra Eastside > Bishop Area > Owens River Gorge > Upper Gorge > All You Can Eat",2.8,-1,Lead,Redpoint,Sport,,60,2400
2022-04-17,"Lava Haul",5.10a,,https://www.mountainproject.com/route/105972941/lava-haul,1,"California > Sierra Eastside > Bishop Area > Owens River Gorge > Upper Gorge > Flavin Haven",3.6,-1,Lead,Redpoint,Sport,,110,2600
2022-04-17,"Nice Jugs",5.9+,,https://www.mountainproject.com/route/105971528/nice-jugs,1,"California > Sierra Eastside > Bishop Area > Owens River Gorge > Upper Gorge > Flavin Haven",3.0,-1,Lead,Redpoint,Sport,,90,2500
2022-04-17,"Step Right Up",5.8,,https://www.mountainproject.com/route/106127627/step-right-up,1,"California > Sierra Eastside > Bishop Area > Owens River Gorge > Upper Gorge > All You Can Eat",2.4,-1,Lead,Onsight,Sport,,65,2100
2022-04-17,"Honey Badger Don't Care",5.10-,"Grabbed chains",https://www.mountainproject.com/route/107162289/honey-badger-dont-care,1,"California > Sierra Eastside > Bishop Area > Owens River Gorge > Upper Gorge > Flavin Haven",3.2,-1,Lead,,Sport,,114,2700
2022-04-17,"Wacked Scenario",5.10b,"Fell once. I was proud to have only fallen once",https://www.mountainproject.com/route/105885929/wacked-scenario,1,"California > Sierra Eastside > Bishop Area > Owens River Gorge > Upper Gorge > Gorgeous Towers",3.6,-1,Lead,Fell/Hung,Sport,,,2900
2022-04-17,Gorgeous,5.10b,"Fell once",https://www.mountainproject.com/route/105843581/gorgeous,1,"California > Sierra Eastside > Bishop Area > Owens River Gorge > Upper Gorge > Gorgeous Towers",3.6,-1,Lead,Fell/Hung,Sport,,90,2900
2022-04-17,"Machine Gun Jumblies",5.10a,,https://www.mountainproject.com/route/106815881/machine-gun-jumblies,1,"California > Sierra Eastside > Bishop Area > Owens River Gorge > Upper Gorge > Gotham City",3.1,-1,Lead,Onsight,Sport,,115,2600
2022-04-17,"Dr. Evil",5.10a,,https://www.mountainproject.com/route/106446253/dr-evil,1,"California > Sierra Eastside > Bishop Area > Owens River Gorge > Upper Gorge > Gotham City",3.5,-1,Lead,Onsight,Sport,,130,2600
2022-04-15,"Bourbon Street",5.8,,https://www.mountainproject.com/route/105732899/bourbon-street,6,"Nevada > Southern Nevada > Red Rocks > 16-Black Velvet Canyon > Whiskey Peak > North Face",2.7,-1,Lead,Onsight,Trad,,710,2100
2022-04-13,"Sour Mash",5.10a,"Led P2+3, last 30’ of P5 + P6. P6 was so cold. Hung once to shake feeling back into hands. Otherwise did a solid job!",https://www.mountainproject.com/route/105732407/sour-mash,6,"Nevada > Southern Nevada > Red Rocks > 16-Black Velvet Canyon > Black Velvet Wall",3.6,-1,Lead,,Trad,,600,2600
2022-04-11,"Ginger Cracks",5.9,"Led P2 and P4. Awesome! Finished on Blade Runner",https://www.mountainproject.com/route/105732260/ginger-cracks,5,"Nevada > Southern Nevada > Red Rocks > 11-Juniper Canyon > Ginger Buttress",3.2,-1,Lead,Onsight,Trad,,900,2400
2022-04-11,"Blade Runner (aka The Ginger Arête)","5.10b PG13","Led P1 and P2. Awesome!",https://www.mountainproject.com/route/111287898/blade-runner-aka-the-ginger-arete,3,"Nevada > Southern Nevada > Red Rocks > 11-Juniper Canyon > Ginger Buttress",3.6,-1,Lead,Onsight,Trad,,350,2900
2022-04-07,"Tunnel Vision",5.7,"Led P1, P3, P5. Tough P3 without any decent pro the first half! Tunnel was fun",https://www.mountainproject.com/route/105732509/tunnel-vision,6,"Nevada > Southern Nevada > Red Rocks > 06-White Rock Spring > Angel Food Area > Angel Food Wall",3.1,-1,Lead,Onsight,Trad,,770,1800
2022-04-05,Frogland,5.8,,https://www.mountainproject.com/route/105732398/frogland,6,"Nevada > Southern Nevada > Red Rocks > 16-Black Velvet Canyon > Whiskey Peak > North Face",3.6,-1,Lead,Onsight,Trad,,700,2100
2022-04-02,"Crazy Streak",5.8,"So sandy. Oh my god. Sort of got used to it by the end",https://www.mountainproject.com/route/114075478/crazy-streak,7,"Utah > Southwest Utah > Zion National Park > East Side > Crazy Quilt Mesa",2.9,-1,Lead,,Trad,,1000,2100
2022-04-02,"Ashtar Command",5.9,"Led P1",https://www.mountainproject.com/route/105792804/ashtar-command,2,"Utah > Southwest Utah > Zion National Park > Mount Carmel Tunnel > Ataxia Tower",3.5,-1,Lead,Onsight,Trad,,250,2400
2022-03-27,Armatron,5.8+,"Simuled ",https://www.mountainproject.com/route/105809181/armatron,6,"Nevada > Southern Nevada > Red Rocks > 11-Juniper Canyon > Brownstone Wall",3.5,-1,Lead,Onsight,Trad,,680,2200
2022-03-27,MysterZ,5.7,"Simuled ",https://www.mountainproject.com/route/105732365/mysterz,7,"Nevada > Southern Nevada > Red Rocks > 11-Juniper Canyon > Jackrabbit Buttress",2.3,-1,Follow,,Trad,,800,1800
2022-03-25,"Three Mouths, Three Faces",5.10a,,https://www.mountainproject.com/route/109868720/three-mouths-three-faces,1,"Nevada > Southern Nevada > Red Rocks > 03-First Pullout (Calico I) > Dante's Wall",2.3,-1,Lead,Onsight,Sport,,55,2600
2022-03-25,"Virtuous Pagans",5.10c,"Fell at start then sent route clean ",https://www.mountainproject.com/route/109868744/virtuous-pagans,1,"Nevada > Southern Nevada > Red Rocks > 03-First Pullout (Calico I) > Dante's Wall",2.8,-1,Lead,Redpoint,Sport,,70,3200
2022-03-25,"Celestial Spheres",5.10b,,https://www.mountainproject.com/route/109868739/celestial-spheres,1,"Nevada > Southern Nevada > Red Rocks > 03-First Pullout (Calico I) > Dante's Wall",2.6,-1,Lead,Onsight,Sport,,65,2900
2022-03-25,"Divine Comedy",5.10a,,https://www.mountainproject.com/route/109868733/divine-comedy,1,"Nevada > Southern Nevada > Red Rocks > 03-First Pullout (Calico I) > Dante's Wall",3.3,-1,Lead,Onsight,Sport,,65,2600
2022-03-25,Dis,5.10b,,https://www.mountainproject.com/route/109868708/dis,1,"Nevada > Southern Nevada > Red Rocks > 03-First Pullout (Calico I) > Dante's Wall",2.1,-1,Lead,Onsight,Sport,,35,2900
2022-03-25,"The Right Road Lost",5.10a,,https://www.mountainproject.com/route/109868754/the-right-road-lost,1,"Nevada > Southern Nevada > Red Rocks > 03-First Pullout (Calico I) > Dante's Wall",2.6,-1,Lead,Onsight,Sport,,50,2600
2022-03-25,"Virgil and Beatrice",5.9,,https://www.mountainproject.com/route/109868751/virgil-and-beatrice,1,"Nevada > Southern Nevada > Red Rocks > 03-First Pullout (Calico I) > Dante's Wall",2.5,-1,Lead,Onsight,Sport,,50,2400
2022-03-24,"Olive Oil",5.7,"Led P2+3, partner went crazy off route on next pitch, I led back to halfway up P5, then led to the top from there. Miraculous!",https://www.mountainproject.com/route/105732494/olive-oil,5,"Nevada > Southern Nevada > Red Rocks > 11-Juniper Canyon > Rose Tower",3.4,-1,Lead,Onsight,Trad,,600,1800
2022-03-23,"Classic Corner",5.8,,https://www.mountainproject.com/route/105732608/classic-corner,1,"Nevada > Southern Nevada > Red Rocks > 01-Calico Basin > Red Springs Rock",3.0,-1,Lead,Onsight,Trad,,170,2100
2022-03-21,"Crimson Chrysalis",5.8+,"Bailed after P7 due to time and high winds, but great route! Totally alone on a March Sunday. I led all the 7 pitches, rope got stuck on one pull and that added a few hours to our day…ended up being like 16 hours car to car…",https://www.mountainproject.com/route/105732281/crimson-chrysalis,5,"Nevada > Southern Nevada > Red Rocks > 11-Juniper Canyon > Cloud Tower",3.6,-1,Lead,Onsight,Trad,,1000,2200
2022-03-19,"Pauligk Pillar",5.7+,,https://www.mountainproject.com/route/105732767/pauligk-pillar,2,"Nevada > Southern Nevada > Red Rocks > 10-Pine Creek Canyon > Mescalito > East Face",2.7,-1,Lead,Onsight,Trad,,350,1900
2022-03-18,"Umayyad Caliphate",5.9+,,https://www.mountainproject.com/route/109545942/umayyad-caliphate,1,"Nevada > Southern Nevada > Red Rocks > 03-First Pullout (Calico I) > Civilization Crag",2.6,-1,Lead,Onsight,Sport,,60,2500
2022-03-18,"Sultans and Viziers",5.8,,https://www.mountainproject.com/route/109545922/sultans-and-viziers,1,"Nevada > Southern Nevada > Red Rocks > 03-First Pullout (Calico I) > Civilization Crag",2.3,-1,Lead,Onsight,Sport,,55,2100
2022-03-18,"Ming Dynasty",5.9+,,https://www.mountainproject.com/route/106686441/ming-dynasty,1,"Nevada > Southern Nevada > Red Rocks > 03-First Pullout (Calico I) > Civilization Crag",2.5,-1,Lead,Onsight,Sport,,40,2500
2022-03-17,"Dream of Wild Turkeys",5.10a,"Topped out. Led P3,5,6,8,10,13,15",https://www.mountainproject.com/route/105732275/dream-of-wild-turkeys,15,"Nevada > Southern Nevada > Red Rocks > 16-Black Velvet Canyon > Black Velvet Wall",3.6,-1,Lead,,Trad,,700,2600
2022-03-16,"Five Charter Oath",5.8-,,https://www.mountainproject.com/route/109545907/five-charter-oath,1,"Nevada > Southern Nevada > Red Rocks > 03-First Pullout (Calico I) > Civilization Crag",2.2,-1,Lead,Onsight,Sport,,55,2000
2022-03-16,"The Fall of Rome",5.10b,,https://www.mountainproject.com/route/106718692/the-fall-of-rome,1,"Nevada > Southern Nevada > Red Rocks > 03-First Pullout (Calico I) > Civilization Crag",2.6,-1,Lead,Onsight,Sport,,70,2900
2022-03-16,Byzantium,5.10b,,https://www.mountainproject.com/route/106686416/byzantium,1,"Nevada > Southern Nevada > Red Rocks > 03-First Pullout (Calico I) > Civilization Crag",2.4,-1,Lead,Fell/Hung,Sport,,45,2900
2022-03-16,"Mongol Hoarde",5.10a,,https://www.mountainproject.com/route/106686396/mongol-hoarde,1,"Nevada > Southern Nevada > Red Rocks > 03-First Pullout (Calico I) > Civilization Crag",2.8,-1,Lead,Onsight,Sport,,40,2600
2022-03-16,"Manifest Destiny",5.9+,,https://www.mountainproject.com/route/106718688/manifest-destiny,1,"Nevada > Southern Nevada > Red Rocks > 03-First Pullout (Calico I) > Civilization Crag",2.9,-1,Lead,Onsight,Sport,,70,2500
2022-03-14,FR-Agile,5.9,,https://www.mountainproject.com/route/108346138/fr-agile,1,"Pennsylvania > South Central PA > Safe Harbor > Safe Harbor South > g. Autumn Arch Sector",1.9,-1,Lead,,Sport,,50,2400
2022-03-14,"Chillin' and Maxin'",5.10-,,https://www.mountainproject.com/route/107582622/chillin-and-maxin,1,"Pennsylvania > South Central PA > Safe Harbor > Safe Harbor South > g. Autumn Arch Sector",2.6,-1,TR,,Sport,,80,2700
2022-03-14,Locomotion,5.10a,,https://www.mountainproject.com/route/107379180/locomotion,1,"Pennsylvania > South Central PA > Safe Harbor > Safe Harbor South > g. Autumn Arch Sector",3.0,3,Lead,Redpoint,Sport,,,2600
2022-03-11,FR-Agile,5.9,,https://www.mountainproject.com/route/108346138/fr-agile,1,"Pennsylvania > South Central PA > Safe Harbor > Safe Harbor South > g. Autumn Arch Sector",1.9,-1,Lead,Onsight,Sport,,50,2400
2022-03-11,"Eminent Domain",5.9,,https://www.mountainproject.com/route/107394697/eminent-domain,1,"Pennsylvania > South Central PA > Safe Harbor > Safe Harbor South > g. Autumn Arch Sector",2.4,-1,Lead,Onsight,Sport,,80,2400
2022-03-11,Locomotion,5.10a,Fun!,https://www.mountainproject.com/route/107379180/locomotion,1,"Pennsylvania > South Central PA > Safe Harbor > Safe Harbor South > g. Autumn Arch Sector",3.0,3,Lead,Onsight,Sport,,,2600
2022-03-11,"Super Slab",5.10d,,https://www.mountainproject.com/route/107489926/super-slab,1,"Pennsylvania > South Central PA > Safe Harbor > Safe Harbor South > f. Super Slab Sector",3.0,-1,TR,,Sport,,90,3500
2022-03-11,"Pro Bono",5.7,,https://www.mountainproject.com/route/107407630/pro-bono,1,"Pennsylvania > South Central PA > Safe Harbor > Safe Harbor South > f. Super Slab Sector",2.3,-1,Lead,Onsight,Sport,,80,1800
2022-01-21,"The Last Panty",5.7,,https://www.mountainproject.com/route/106931187/the-last-panty,1,"Nevada > Southern Nevada > Red Rocks > 03-First Pullout (Calico I) > Panty Wall",2.1,-1,Lead,Onsight,Sport,,45,1800
2022-01-21,"Sacred Undergarment Squeeze Job",5.8,,https://www.mountainproject.com/route/105903232/sacred-undergarment-squeeze-job,1,"Nevada > Southern Nevada > Red Rocks > 03-First Pullout (Calico I) > Panty Wall",2.6,-1,Lead,,Sport,,70,2100
2022-01-21,"Brief Encounter",5.8,,https://www.mountainproject.com/route/105813275/brief-encounter,1,"Nevada > Southern Nevada > Red Rocks > 03-First Pullout (Calico I) > Panty Wall",2.6,-1,Lead,,Sport,,60,2100
2022-01-21,"Black Lace",5.8,,https://www.mountainproject.com/route/108544422/black-lace,1,"Nevada > Southern Nevada > Red Rocks > 03-First Pullout (Calico I) > Panty Wall",2.5,-1,Lead,Onsight,Sport,,60,2100
2022-01-21,"Boxer Rebellion",5.8,,https://www.mountainproject.com/route/105813282/boxer-rebellion,1,"Nevada > Southern Nevada > Red Rocks > 03-First Pullout (Calico I) > Panty Wall",2.5,-1,Lead,Onsight,Sport,,60,2100
2022-01-21,"Panty Raid",5.10a,"Hung a few times at crux. Placed great gear though :)",https://www.mountainproject.com/route/105732941/panty-raid,1,"Nevada > Southern Nevada > Red Rocks > 03-First Pullout (Calico I) > Panty Wall",3.2,-1,Lead,Fell/Hung,Trad,,80,2600
2022-01-21,"Frailty Thy Name is Sandstone",5.7,,https://www.mountainproject.com/route/106337085/frailty-thy-name-is-sandstone,1,"Nevada > Southern Nevada > Red Rocks > 03-First Pullout (Calico I) > The Hamlet",2.5,-1,Lead,,Sport,,90,1800
2022-01-21,"Sweets to the Sweet",5.7,,https://www.mountainproject.com/route/106337101/sweets-to-the-sweet,1,"Nevada > Southern Nevada > Red Rocks > 03-First Pullout (Calico I) > The Hamlet",2.3,-1,Lead,Onsight,Sport,,90,1800
2022-01-20,"Cat in the Hat",5.6,"Linked Cookie Monster into P4,5,6",https://www.mountainproject.com/route/105732419/cat-in-the-hat,1,"Nevada > Southern Nevada > Red Rocks > 10-Pine Creek Canyon > Mescalito > Southeast Buttress",3.1,-1,Lead,Onsight,Trad,,650,1600
2022-01-20,"Cookie Monster",5.7,,https://www.mountainproject.com/route/105732773/cookie-monster,2,"Nevada > Southern Nevada > Red Rocks > 10-Pine Creek Canyon > Mescalito > East Face",3.0,-1,Lead,Onsight,Trad,,360,1800
2022-01-17,"Dark Shadows",5.8,"Awesome! Favorite RR route so far!",https://www.mountainproject.com/route/105732380/dark-shadows,4,"Nevada > Southern Nevada > Red Rocks > 10-Pine Creek Canyon > Mescalito > Dark Shadows Wall",3.6,4,Lead,Onsight,Trad,,350,2100
2022-01-16,"All that, Jazz",5.8,,https://www.mountainproject.com/route/105926130/all-that-jazz,3,"Nevada > Southern Nevada > Red Rocks > 01-Calico Basin > Black Wall (aka Happy Acres)",2.6,-1,Lead,Onsight,"Trad, Sport, TR",,300,2100
2022-01-13,Jizzneyland,5.10,,https://www.mountainproject.com/route/105738692/jizzneyland,1,"Arizona > Southern Arizona > Cochise Stronghold > West Stronghold > Isle of Ewe > Trad Rock",2.4,-1,Lead,Onsight,Sport,,90,3000
2022-01-13,"OK Corral",5.8-,,https://www.mountainproject.com/route/105738344/ok-corral,1,"Arizona > Southern Arizona > Cochise Stronghold > West Stronghold > Isle of Ewe > Trad Rock",2.5,-1,Lead,Onsight,Sport,,80,2000
2022-01-11,"Inner Passage (aka Interiors)",5.6,,https://www.mountainproject.com/route/105794079/inner-passage-aka-interiors,1,"Arizona > Southern Arizona > Cochise Stronghold > East Stronghold > Rockfellow Group > Rockfellow Dome",3.5,-1,Solo,,Trad,,500,1600
2022-01-09,"Sedona's Scenic Cruise",5.9,"Led P3 and 4",https://www.mountainproject.com/route/105789780/sedonas-scenic-cruise,5,"Arizona > Northern Arizona > Sedona Area > Sedona > Gibraltar Rock Area > Gibraltar Rock",3.6,-1,Lead,Onsight,Trad,,700,2400
2022-01-08,"Spicy Heirloom",5.10+,,https://www.mountainproject.com/route/113039164/spicy-heirloom,1,"Arizona > Northern Arizona > Sedona Area > Sedona > Twin Butte > West Twin Butte > Genetic Wall",2.5,-1,TR,,Trad,,85,3300
2022-01-08,Scion,5.8,,https://www.mountainproject.com/route/114000261/scion,1,"Arizona > Northern Arizona > Sedona Area > Sedona > Twin Butte > West Twin Butte > Genetic Wall",2.5,-1,Lead,Onsight,Trad,,50,2100
2022-01-08,"Wavy Baby",5.9,,https://www.mountainproject.com/route/120308009/wavy-baby,1,"Arizona > Northern Arizona > Sedona Area > Sedona > Twin Butte > West Twin Butte > Genetic Wall",2.3,-1,Lead,Onsight,Trad,,40,2400
2022-01-08,Heirloom,5.10,,https://www.mountainproject.com/route/112533284/heirloom,1,"Arizona > Northern Arizona > Sedona Area > Sedona > Twin Butte > West Twin Butte > Genetic Wall",3.3,-1,TR,,Trad,,90,3000
2022-01-06,"Straight Shooter",5.9+,,https://www.mountainproject.com/route/105732428/straight-shooter,1,"Nevada > Southern Nevada > Red Rocks > 10-Pine Creek Canyon > Straight Shooter Wall",3.6,-1,TR,,Trad,,60,2500
2022-01-06,Birdland,5.7+,"Led odd pitches",https://www.mountainproject.com/route/105733115/birdland,6,"Nevada > Southern Nevada > Red Rocks > 10-Pine Creek Canyon > Brass Wall",3.4,-1,Lead,Onsight,Trad,,600,1900
2022-01-05,"Big Bad Wolf",5.9,,https://www.mountainproject.com/route/107339211/big-bad-wolf,3,"Nevada > Southern Nevada > Red Rocks > 01-Calico Basin > Riding Hood Wall",3.1,-1,Follow,,Sport,,220,2400
2022-01-05,"Physical Graffiti",5.6,"Led P2. Super!",https://www.mountainproject.com/route/105732266/physical-graffiti,2,"Nevada > Southern Nevada > Red Rocks > 01-Calico Basin > Riding Hood Wall",3.1,-1,Lead,Onsight,Trad,,255,1600
2022-01-04,"Yasmine Bleeth",5.9,,https://www.mountainproject.com/route/105724492/yasmine-bleeth,1,"California > Joshua Tree National Park > Wonderland of Rocks > Wonderland North > The Middle Kingdom > Outer Mongolia > Siberia",2.9,-1,Lead,Onsight,Sport,,90,2400
2022-01-04,"Dos Chi Chis",5.10a,"Hung once at crux",https://www.mountainproject.com/route/105724486/dos-chi-chis,2,"California > Joshua Tree National Park > Wonderland of Rocks > Wonderland North > The Middle Kingdom > Outer Mongolia > Siberia",3.1,-1,Lead,Fell/Hung,Sport,,240,2600
2022-01-04,"Cross-Roads Finish",5.7,,https://www.mountainproject.com/route/105724786/cross-roads-finish,1,"California > Joshua Tree National Park > Wonderland of Rocks > Wonderland North > The Middle Kingdom > Outer Mongolia > Siberia",2.4,-1,Lead,Onsight,Sport,,60,1800
2022-01-04,"George's Route (aka Binder)",5.8,,https://www.mountainproject.com/route/105724783/georges-route-aka-binder,1,"California > Joshua Tree National Park > Wonderland of Rocks > Wonderland North > The Middle Kingdom > Outer Mongolia > Siberia",2.4,-1,Follow,,Sport,,100,2100
2022-01-03,"Do Rein Me",5.8+,,https://www.mountainproject.com/route/107891560/do-rein-me,1,"California > Joshua Tree National Park > Central Joshua Tree > Sheep Pass Area > Saddle Rocks Area > Saddle Rocks > (a) Saddle Rocks - Skirt > Saddle Rocks - Skirt  (West Face)",1.7,-1,Follow,,Trad,,100,2200
2022-01-03,"Orange Flake",5.8,,https://www.mountainproject.com/route/105857828/orange-flake,2,"California > Joshua Tree National Park > Central Joshua Tree > Sheep Pass Area > Saddle Rocks Area > Saddle Rocks > (a) Saddle Rocks - Skirt > Saddle Rocks - Skirt  (West Face)",2.7,-1,Follow,,Trad,,,2100
2022-01-02,"Handicapped Zone",5.6,,https://www.mountainproject.com/route/107185369/handicapped-zone,1,"California > Joshua Tree National Park > Wonderland of Rocks > Wonderland North > North Wonderland Approach > Reggie Dome",2.3,-1,Follow,,Trad,,60,1600
2022-01-02,"Route 66",5.4,,https://www.mountainproject.com/route/105930186/route-66,1,"California > Joshua Tree National Park > Wonderland of Rocks > Wonderland North > North Wonderland Approach > Gilligan's Island > Mary Ann's Face",3.2,-1,Follow,,Trad,,100,1400
2022-01-01,"Spaghetti & Chili",5.7+,,https://www.mountainproject.com/route/105722290/spaghetti-chili,1,"California > Joshua Tree National Park > Hidden Valley Area > Hidden Valley Campground > Cyclops Rock",2.3,-1,Lead,Fell/Hung,Trad,,90,1900
2021-12-25,"Sexy Grandma",5.9,,https://www.mountainproject.com/route/105723454/sexy-grandma,1,"California > Joshua Tree National Park > Hidden Valley Area > Hidden Valley Campground > The Old Woman > The Old Woman - West Face",2.7,-1,Lead,Onsight,Sport,,80,2400
2021-12-25,"North Overhang",5.9,"Fell once at crux. Did original P1 up flake",https://www.mountainproject.com/route/105721651/north-overhang,1,"California > Joshua Tree National Park > Hidden Valley Area > Hidden Valley Campground > Intersection Rock",3.0,-1,Lead,Fell/Hung,Trad,,100,2400
2021-12-25,"Sail Away",5.8-,,https://www.mountainproject.com/route/105722179/sail-away,1,"California > Joshua Tree National Park > Hidden Valley Area > Real Hidden Valley > Hidden Tower",3.5,-1,Lead,Onsight,Trad,,60,2000
2021-12-25,"The Flake",5.8,"Hung for a little while below squeeze chimney to figure out moves. Otherwise, did great!",https://www.mountainproject.com/route/105721654/the-flake,1,"California > Joshua Tree National Park > Hidden Valley Area > Hidden Valley Campground > Intersection Rock",3.2,-1,Lead,Fell/Hung,Trad,,150,2100
2021-12-25,"Double Cross",5.7+,,https://www.mountainproject.com/route/105721615/double-cross,1,"California > Joshua Tree National Park > Hidden Valley Area > Hidden Valley Campground > The Old Woman > The Old Woman - West Face",3.5,-1,Lead,Onsight,Trad,,95,1900
2021-12-22,"Johnny Vegas",5.7,"Spectacular. Followed 5.9 variation",https://www.mountainproject.com/route/105732251/johnny-vegas,4,"Nevada > Southern Nevada > Red Rocks > 12-Oak Creek Canyon > Solar Slab - Lower Tier",3.1,-1,Lead,Onsight,Trad,,,1800
2021-12-22,"Solar Slab",5.6,"Only did up through P4 due to time…P1 was cool, P2 was dumb, P3 was alright, P4 was weird. P5/6 looked incredible ",https://www.mountainproject.com/route/105732257/solar-slab,9,"Nevada > Southern Nevada > Red Rocks > 12-Oak Creek Canyon > Solar Slab - Upper Tier",3.5,-1,Lead,,Trad,,1220,1600
2021-12-20,"Unimpeachable Groping",5.10b,"Led P1, P2/3, P5, and P7. Cool route!",https://www.mountainproject.com/route/105732431/unimpeachable-groping,7,"Nevada > Southern Nevada > Red Rocks > 11-Juniper Canyon > Ginger Buttress",3.5,-1,Lead,,Sport,,760,2900
2021-12-20,"Reservations Required",5.10a,"Only did P1",https://www.mountainproject.com/route/119858268/reservations-required,3,"Nevada > Southern Nevada > Red Rocks > 04-Second Pullout (Calico II) > The Great Red Book Area",2.5,-1,Lead,Onsight,Sport,,250,2600
2021-12-20,"Electric Koolaid",5.9+,,https://www.mountainproject.com/route/105732323/electric-koolaid,1,"Nevada > Southern Nevada > Red Rocks > 04-Second Pullout (Calico II) > Magic Bus",2.2,-1,Lead,Onsight,"Sport, TR",,50,2500
2021-12-20,"Neon Sunset",5.8,,https://www.mountainproject.com/route/105732329/neon-sunset,1,"Nevada > Southern Nevada > Red Rocks > 04-Second Pullout (Calico II) > Magic Bus",2.5,-1,Lead,Onsight,Sport,,70,2100
2021-12-20,"Technicolor Sunrise","5.8 PG13",,https://www.mountainproject.com/route/105732335/technicolor-sunrise,1,"Nevada > Southern Nevada > Red Rocks > 04-Second Pullout (Calico II) > Magic Bus",2.3,-1,Lead,Onsight,Sport,,70,2100
2021-12-20,"Great Red Book",5.8,"Led P1",https://www.mountainproject.com/route/105732647/great-red-book,2,"Nevada > Southern Nevada > Red Rocks > 04-Second Pullout (Calico II) > The Great Red Book Area",3.4,-1,Lead,Onsight,Trad,,250,2100
2021-12-18,"Friction Face Panty Waist",5.9-,,https://www.mountainproject.com/route/107089591/friction-face-panty-waist,1,"Nevada > Southern Nevada > Red Rocks > 05-Sandstone Quarry > Parking Lot Area > Running Man Wall",2.8,-1,Lead,Onsight,Sport,,80,2300
2021-12-18,"Eat My Shorts",5.7+,,https://www.mountainproject.com/route/111609620/eat-my-shorts,1,"Nevada > Southern Nevada > Red Rocks > 05-Sandstone Quarry > Parking Lot Area > Running Man Wall",2.3,-1,Lead,Onsight,Sport,,80,1900
2021-12-17,"Sacred Undergarment Squeeze Job",5.8,,https://www.mountainproject.com/route/105903232/sacred-undergarment-squeeze-job,1,"Nevada > Southern Nevada > Red Rocks > 03-First Pullout (Calico I) > Panty Wall",2.6,-1,Lead,Onsight,Sport,,70,2100
2021-12-17,"Brief Encounter",5.8,,https://www.mountainproject.com/route/105813275/brief-encounter,1,"Nevada > Southern Nevada > Red Rocks > 03-First Pullout (Calico I) > Panty Wall",2.6,-1,Lead,Onsight,Sport,,60,2100
2021-12-17,"When the Blood Burns",5.8,,https://www.mountainproject.com/route/106949840/when-the-blood-burns,1,"Nevada > Southern Nevada > Red Rocks > 03-First Pullout (Calico I) > The Hamlet",2.5,-1,Lead,Onsight,"Sport, TR",,85,2100
2021-12-17,"Sea of Troubles",5.9,,https://www.mountainproject.com/route/106608213/sea-of-troubles,1,"Nevada > Southern Nevada > Red Rocks > 03-First Pullout (Calico I) > The Hamlet",2.7,-1,Lead,Onsight,Sport,,75,2400
2021-12-17,"Thy Spirit of a Father Lost",5.10a,,https://www.mountainproject.com/route/112791735/thy-spirit-of-a-father-lost,1,"Nevada > Southern Nevada > Red Rocks > 03-First Pullout (Calico I) > The Hamlet",2.6,-1,Lead,Onsight,Sport,,85,2600
2021-12-17,"Frailty Thy Name is Sandstone",5.7,,https://www.mountainproject.com/route/106337085/frailty-thy-name-is-sandstone,1,"Nevada > Southern Nevada > Red Rocks > 03-First Pullout (Calico I) > The Hamlet",2.5,-1,Lead,Onsight,Sport,,90,1800
2021-12-17,"The Die is Cast",5.8,,https://www.mountainproject.com/route/111157847/the-die-is-cast,1,"Nevada > Southern Nevada > Red Rocks > 03-First Pullout (Calico I) > The Hamlet",2.4,-1,Lead,Onsight,Sport,,85,2100
2021-12-12,Spur,5.7,,https://www.mountainproject.com/route/106410879/spur,1,"California > Sierra Eastside > Lone Pine Area > Alabama Hills > Alabama Hills North > Western Wall Area > The Tall Wall",2.4,-1,Lead,Onsight,Sport,,85,1800
2021-12-12,"Wadcutter (aka Rotten Bananas)",5.7,,https://www.mountainproject.com/route/105897763/wadcutter-aka-rotten-bananas,1,"California > Sierra Eastside > Lone Pine Area > Alabama Hills > Alabama Hills North > Western Wall Area > The Tall Wall",2.8,-1,Lead,Onsight,Sport,,105,1800
2021-12-12,"Lives of the Cowboys",5.9,,https://www.mountainproject.com/route/106283068/lives-of-the-cowboys,2,"California > Sierra Eastside > Lone Pine Area > Alabama Hills > Alabama Hills North > Western Wall Area > The Tall Wall",2.1,-1,Lead,Onsight,Sport,,160,2400
2021-12-10,Cinderella,5.9,,https://www.mountainproject.com/route/105971555/cinderella,1,"California > Sierra Eastside > Bishop Area > Owens River Gorge > Upper Gorge > All You Can Eat",2.8,-1,,,Sport,,60,2400
2021-12-08,"Jaws of Life",5.10b,Spectacular!,https://www.mountainproject.com/route/105900317/jaws-of-life,2,"California > Sierra Eastside > Bishop Area > Owens River Gorge > Upper Gorge > Flavin Haven",3.2,4,Lead,Fell/Hung,Sport,,160,2900
